0.0,0.41783031602400933,0.2504716857781732,0.40024014408645187,0.20012007204322593
4.0,1.6783895391001833,1.02067351825133,1.4008405043025816,1.0006003602161297
8.0,3.012015571809874,1.7332984688902728,2.6015609365619374,1.6009605763458075
12.0,4.30226332073665,2.5456563543464132,3.802281368821293,3.0018010806483892
16.0,5.6763840928447475,3.3406056022050996,4.802881729037423,3.402041224734841
20.0,6.897743175156509,4.260811341607054,5.603362017210326,4.40264158495097
24.0,8.093585838730217,5.249109196304324,6.603962377426456,4.602761656994197
28.0,9.399244075696833,6.401826806074214,7.40444266559936,5.003001801080648
32.0,10.65713867406206,7.51423233330088,8.40504302581549,5.4032419451671005
36.0,11.925960398884797,8.628061888606506,9.205523313988394,5.803482089253552
40.0,13.157550305126287,9.994551294508245,10.006003602161297,6.0036021612967785
44.0,14.32799707084587,11.347623766524714,10.606363818290975,5.4032419451671005
48.0,15.576579916148187,12.730844548904123,11.406844106463879,5.803482089253552
52.0,16.852823558541907,13.957210728069295,12.207324394636782,6.40384230538323
56.0,17.95045014707154,15.469106600428962,12.80768461076646,5.203121873123875
60.0,19.025395385420822,16.710984674299958,13.408044826896138,6.603962377426456
64.0,20.20503161397503,18.261680596463208,14.008405043025816,7.40444266559936
68.0,21.26989580235762,19.928702959635565,14.208525115069042,6.804082449469682
72.0,22.250715296406618,21.677352264977436,14.608765259155494,5.803482089253552
76.0,23.199483673566018,23.002321651717157,14.80888533119872,4.002401440864519
80.0,24.17349982788889,24.39330509749841,15.009005403241945,4.202521512907745
